h3_index,bike_path_length,geometry,main_roads_length,walks_length,green_space_area,service_amenity_count,population_density,distance_to_city_center
875262ce4ffffff,16996.968642572676,"POLYGON ((19.939030401647756 50.03337251990999, 19.926937854666857 50.0300779404046, 19.918823375127392 50.03860839699714, 19.922799724839518 50.05043168939784, 19.934889856422327 50.053727554987866, 19.943006053553436 50.0451988426405, 19.939030401647756 50.03337251990999, 19.939030401647756 50.03337251990999))",12170.99121431753,276108.7439937845,194623.67285014506,1230,14877804595.884743,7425.256350441194
875262d73ffffff,4236.936692471013,"POLYGON ((20.12463652493561 50.06248342723382, 20.112536339253932 50.059180847113566, 20.10440039741378 50.06772081466213, 20.108362931901514 50.07956161038057, 20.120460699034957 50.08286547846947, 20.128598350090517 50.07432726342179, 20.12463652493561 50.06248342723382, 20.12463652493561 50.06248342723382))",3282.405357692621,45851.9078318178,596353.9183125892,69,14841695603.915627,13926.200998611841
875262d54ffffff,977.0691397225896,"POLYGON ((20.108572104489237 50.0473368341171, 20.09647122035438 50.0440358291773, 20.088336988981585 50.05257754767386, 20.092301931138227 50.06441852071272, 20.10440039741378 50.06772081466213, 20.112536339253932 50.059180847113566, 20.108572104489237 50.0473368341171, 20.108572104489237 50.0473368341171))",3753.874011656966,29648.46092509089,533458.6333712547,0,14840703379.939678,11601.312066881013
875262cf4ffffff,0.0,"POLYGON ((19.911017522707052 49.982765214331614, 19.898921224340846 49.979475066776274, 19.890809463317655 49.988013494992565, 19.894792279774418 49.99984033137099, 19.906886164780904 50.003131769118994, 19.914999646553788 49.994595080843936, 19.911017522707052 49.982765214331614, 19.911017522707052 49.982765214331614))",8012.652890232465,129861.83544846838,364705.3581801815,204,15630706990.43231,14247.748342200388
875262d63ffffff,0.0,"POLYGON ((20.152571961275967 50.11315898884645, 20.140475602017073 50.10985197303679, 20.13233696326399 50.118383926172434, 20.136292977607226 50.13022113885904, 20.14838691631725 50.13352943850301, 20.15652726109342 50.124999242176614, 20.152571961275967 50.11315898884645, 20.152571961275967 50.11315898884645))",0.0,15983.704906797106,54662.154377025516,0,15617007632.491756,20903.564285260098
875262d50ffffff,1541.6462929175977,"POLYGON ((20.088336988981585 50.05257754767386, 20.076237826762487 50.04927682804872, 20.068106024640077 50.05781579291076, 20.072071673563112 50.06965372734372, 20.084168417980344 50.072955734970435, 20.092301931138227 50.06441852071272, 20.088336988981585 50.05257754767386, 20.088336988981585 50.05257754767386))",6257.578730930918,56314.53823675252,383275.49638029287,16,14847397043.533768,9566.140444897486
875262cddffffff,182.7134452425284,"POLYGON ((19.82197185294806 50.04442278227773, 19.80988739252719 50.04113118916887, 19.801786861653476 50.04964967342788, 19.80576906944662 50.0614580103432, 19.8178511155392 50.064750885558325, 19.82595336802918 50.05623414229784, 19.82197185294806 50.04442278227773, 19.82197185294806 50.04442278227773))",6933.946321594678,65830.52507057015,588762.3692468021,18,15682722597.66001,20429.512605606335
875262c28ffffff,4509.579664354022,"POLYGON ((20.031814747800748 50.04791634915995, 20.019718349034775 50.044617773419866, 20.011593124297125 50.053152983888786, 20.015562584770894 50.06498502228005, 20.02765656654805 50.06828488504709, 20.035783504702174 50.05975142294518, 20.031814747800748 50.04791634915995, 20.031814747800748 50.04791634915995))",3721.8300147597934,79446.514842909,212423.7884733467,86,14859704211.104937,3382.703664964283
875262c08ffffff,17351.501104161012,"POLYGON ((19.975310175618166 50.043259968068774, 19.96321656330568 50.03996353358987, 19.955097926718157 50.04849499275103, 19.959071186516788 50.06032114080585, 19.97116238266497 50.06361886133817, 19.9792827350409 50.05508914831057, 19.975310175618166 50.043259968068774, 19.975310175618166 50.043259968068774))",15955.919565988946,230514.32030161942,130712.65306285904,899,14872084554.38267,3439.779407893612
875262cc2ffffff,2481.84304964206,"POLYGON ((19.846283968131203 50.018851885740816, 19.83419533765355 50.01556129434668, 19.826091631211817 50.02408700027123, 19.83007483336961 50.035901558000404, 19.84216105007117 50.03919343453579, 19.85026647825379 50.03066946874729, 19.846283968131203 50.018851885740816, 19.846283968131203 50.018851885740816))",5682.027389497022,47877.782363122926,234157.59674169915,14,15667590056.742136,18018.92118413714
875262ce8ffffff,3494.402010601784,"POLYGON ((19.890351039751003 50.084521094415976, 19.878266814507434 50.08122451628084, 19.87015867461221 50.089740511917235, 19.874133042473535 50.10155134027287, 19.886214851206663 50.104849198414165, 19.894324708450192 50.09633494874019, 19.890351039751003 50.084521094415976, 19.890351039751003 50.084521094415976))",12184.616928129106,144842.5975439242,159473.87057967263,334,14906548546.599092,15084.541190153735
875262c04ffffff,54.27228499878531,"POLYGON ((20.024052390155283 49.992018486335006, 20.01195047617764 49.988724065842234, 20.00382553067623 49.99727001759751, 20.007800782991495 50.00910864600118, 20.01990028194545 50.0124043586494, 20.028026943471044 50.003860151288244, 20.024052390155283 49.992018486335006, 20.024052390155283 49.992018486335006))",15764.449292825739,151164.30474712045,591873.6452793736,234,15400490629.89128,8303.176735070097
875262c0dffffff,16570.466368299487,"POLYGON ((19.991375667834248 50.05838715406412, 19.9792827350409 50.05508914831057, 19.97116238266497 50.06361886133817, 19.975133248399654 50.0754448329868, 19.987223764332317 50.07874412375683, 19.995345831252692 50.07021615841009, 19.991375667834248 50.05838715406412, 19.991375667834248 50.05838715406412))",9970.283281587075,217264.0861526269,509466.5245706695,1064,14873058872.966686,3793.1762299359925
875262cd5ffffff,0.0,"POLYGON ((19.85040592130663 49.99850265633273, 19.83831487768451 49.99521335211499, 19.830210447136402 50.003743540313515, 19.83419533765355 50.01556129434668, 19.846283968131203 50.018851885740816, 19.85439012109937 50.010323436472305, 19.85040592130663 49.99850265633273, 19.85040592130663 49.99850265633273))",3869.572848291772,47904.2853784922,1749797.9864845083,20,14888337857.3183,18573.6616818559
875262d51ffffff,474.94487074132076,"POLYGON ((20.084168417980344 50.072955734970435, 20.072071673563112 50.06965372734372, 20.06394059091208 50.078188189814036, 20.067904542187016 50.090022908650106, 20.07999886817123 50.093326202231246, 20.088131661175 50.0847934915718, 20.084168417980344 50.072955734970435, 20.084168417980344 50.072955734970435))",3842.658921436487,55292.270559477525,25643.675633297473,64,14855008920.299288,10630.182453566258
875262c25ffffff,0.0,"POLYGON ((20.07643395040423 50.01704785013644, 20.064331678966322 50.01374999610917, 20.056200872277806 50.022295211841254, 20.060170623923156 50.03413653431001, 20.072270478885642 50.037435679426586, 20.080402998540734 50.02889221153541, 20.07643395040423 50.01704785013644, 20.07643395040423 50.01704785013644))",2755.5628103871827,63703.25418856572,268793.89882441,97,15333159416.663948,8741.907296910898
875262c00ffffff,2309.412348948481,"POLYGON ((20.00382553067623 49.99727001759751, 19.991725351094225 49.99397587915118, 19.98360283892611 50.00251907741268, 19.987578789615625 50.01435467061452, 19.99967655423588 50.017650100207334, 20.007800782991495 50.00910864600118, 20.00382553067623 49.99727001759751, 20.00382553067623 49.99727001759751))",10720.216916415633,165692.90161869203,943588.3923684896,533,15407408051.543407,7128.674520467001
875262d75ffffff,2917.3201913747243,"POLYGON ((20.160939109928403 50.07239489103045, 20.14883791145938 50.06909044903932, 20.140697834119912 50.07763141853761, 20.144657247719653 50.089475076178424, 20.156756026898968 50.09278080610422, 20.16489781162962 50.08424159100567, 20.160939109928403 50.07239489103045, 20.160939109928403 50.07239489103045))",8547.393854953021,53830.87441895079,146747.08413845845,21,14836046627.593628,18301.567382828536
