h3_index,bike_path_length,geometry,main_roads_length,walks_length,green_space_area,service_amenity_count,population_density,distance_to_city_center
877ab60a3ffffff,16460.26476544049,"POLYGON ((4.903090314102773 52.33950528376663, 4.91459820730618 52.33898190413321, 4.921224743003465 52.32900274861883, 4.916343775838665 52.31954512125058, 4.904834415808964 52.32006762326487, 4.898207489699704 52.33004863042774, 4.903090314102773 52.33950528376663, 4.903090314102773 52.33950528376663))",18187.38796252421,71160.08134372682,440784.60987230745,213,64759868211.378555,8166.879926237603
877ab608affffff,12545.483538665376,"POLYGON ((4.9756204982465055 52.2974954893576, 4.987122160976025 52.29697417200206, 4.993749888406477 52.28699318734886, 4.988876348147129 52.27753167032935, 4.977373224113266 52.27805210924445, 4.970745101571162 52.28803494378063, 4.9756204982465055 52.2974954893576, 4.9756204982465055 52.2974954893576))",2891.6535376963616,71824.27397281837,100631.50327221457,73,67998803098.89374,18516.511791824796
877ab609bffffff,9318.31190198743,"POLYGON ((5.008363702748838 52.315366946311464, 5.019859315060325 52.31484490447964, 5.026486250846102 52.30486761909498, 5.021617970307535 52.29541052615188, 5.010120897630444 52.295931690406604, 5.003493565785525 52.305910825342465, 5.008363702748838 52.315366946311464, 5.008363702748838 52.315366946311464))",9918.054986547477,47582.6274973714,104510.65442053402,38,68068965987.63378,18389.489917533952
877ab61a4ffffff,3026.664001190859,"POLYGON ((4.739825008841895 52.43403055892059, 4.75134677031135 52.43350254090552, 4.757970462654228 52.42352754047303, 4.7530727732249405 52.41407870261808, 4.741549532526403 52.41460584487266, 4.734925460418544 52.42458270090453, 4.739825008841895 52.43403055892059, 4.739825008841895 52.43403055892059))",3773.4989738413797,20821.58257211888,81374.94871450232,10,64463032716.33136,18725.821969551696
877ab654dffffff,13929.100532315519,"POLYGON ((4.930614630009668 52.41562041650241, 4.942112079127656 52.415093687361946, 4.948735750388345 52.405125173094234, 4.943862361734796 52.395681536009434, 4.932363444007346 52.396207390308206, 4.925739383473089 52.406177756694824, 4.930614630009668 52.41562041650241, 4.930614630009668 52.41562041650241))",21296.329658761257,117180.99897136496,289600.3409425861,1622,64327851333.75101,7755.813990319895
877ab6036ffffff,7142.66786053739,"POLYGON ((4.799450781118295 52.3442180073384, 4.8109723655737815 52.34369416624143, 4.817599137586085 52.33371083026353, 4.812704710504397 52.324249482069746, 4.801181653683437 52.32477244486813, 4.794554496240053 52.334757634320454, 4.799450781118295 52.3442180073384, 4.799450781118295 52.3442180073384))",14086.942648926819,54139.711833303365,322355.3772731835,37,64396834912.70445,11940.604214536748
877ab60b1ffffff,35872.42148124297,"POLYGON ((4.917731983069532 52.367864439928105, 4.929235388875092 52.36733982208347, 4.935860839815858 52.35736482921592, 4.93098327507148 52.34791260260223, 4.919478401998984 52.34843634389743, 4.91285256086743 52.35841318851711, 4.917731983069532 52.367864439928105, 4.917731983069532 52.367864439928105))",20555.040767894803,136368.39879267733,462330.26051861467,774,64710661377.64078,4503.624365640917
877ab6113ffffff,4768.934509618292,"POLYGON ((4.7449983939360445 52.375739873264635, 4.756524590366192 52.37521448445052, 4.763150403939785 52.365232529545274, 4.758250402888265 52.35577410881997, 4.746722729958253 52.356298619954465, 4.7400965345110135 52.36628242965562, 4.7449983939360445 52.375739873264635, 4.7449983939360445 52.375739873264635))",11185.118122141794,48484.09815692459,746448.1097291404,11,64385062073.7248,15733.769988958096
877ab6c4bffffff,4458.839731553802,"POLYGON ((4.723400690313219 52.425110358590715, 4.734925460418544 52.42458270090453, 4.741549532526403 52.41460584487266, 4.736649213739916 52.40515479091763, 4.725122963937339 52.405681572410685, 4.718498512550829 52.41566028421381, 4.723400690313219 52.425110358590715, 4.723400690313219 52.425110358590715))",6328.569447455572,28796.647371108138,1940374.5751198097,12,63954895024.80542,19641.58493048785
877ab61aaffffff,30979.506143356128,"POLYGON ((4.795988830470461 52.38309261549691, 4.807507467459582 52.382567019719396, 4.814132835714862 52.37258831198367, 4.809239950938764 52.3631333461701, 4.797719839761006 52.36365806492688, 4.791094087478984 52.37363862667958, 4.795988830470461 52.38309261549691, 4.795988830470461 52.38309261549691))",14113.592335676854,135147.95762348312,611483.3611375114,315,63965627900.854645,10000.853890076703
877ab6184ffffff,9329.596077379922,"POLYGON ((4.792526611521604 52.421945187066015, 4.804042297406021 52.421417839164405, 4.810666258365359 52.41144376520624, 4.805774915995725 52.40199518475881, 4.794257754104831 52.40252165691791, 4.787633410521661 52.41249758542876, 4.792526611521604 52.421945187066015, 4.792526611521604 52.421945187066015))",6851.574759857813,16401.08280149172,75701.69131661828,21,63540427413.11891,12578.071777041538
877ab6443ffffff,0.0,"POLYGON ((5.070249706873472 52.389900532112634, 5.081730290265638 52.38937529460008, 5.088354268146991 52.3794100232637, 5.083498059127113 52.36996814017836, 5.072016015446265 52.37049250311191, 5.065391641002471 52.380459623870806, 5.070249706873472 52.389900532112634, 5.070249706873472 52.389900532112634))",0.0,0.0,0.0,0,66264001720.99479,20567.598368545554
877ab61a3ffffff,5964.879656021976,"POLYGON ((4.776114712858568 52.41302457290365, 4.787633410521661 52.41249758542876, 4.794257754104831 52.40252165691791, 4.789363782096185 52.39307086131986, 4.777843607957529 52.39359697261996, 4.771218882234721 52.40357475585466, 4.776114712858568 52.41302457290365, 4.776114712858568 52.41302457290365))",5378.094462135105,14119.527010854834,57464.06456235872,7,63990618351.08047,13380.77892136673
877ab6016ffffff,13646.019923701586,"POLYGON ((4.852154702931913 52.332141008624795, 4.863670183068552 52.33161783723452, 4.870297191901609 52.32163543634851, 4.865409108803722 52.312174354589686, 4.8538921595259845 52.31269664770214, 4.8472647624169785 52.32268090101255, 4.852154702931913 52.332141008624795, 4.852154702931913 52.332141008624795))",14961.93311229927,122887.20925391927,1444782.0003567636,237,64179249286.090164,10007.931967605959
877ab6445ffffff,0.0,"POLYGON ((5.035798771507995 52.391476552827406, 5.047283946875369 52.39095116121887, 5.0539080302046235 52.38098450115681, 5.049047333015021 52.3715413828349, 5.037560695503435 52.37206589963937, 5.030936217254497 52.38203440973089, 5.035798771507995 52.391476552827406, 5.035798771507995 52.391476552827406))",0.0,0.0,0.0,0,64665573105.188324,16765.149514745157
877ab6569ffffff,20174.643300677286,"POLYGON ((4.896113146026104 52.41720091308762, 4.907615162831857 52.416674029357814, 4.914238914924991 52.40670412572425, 4.909361037759138 52.397259253255, 4.897857550492757 52.397785261918095, 4.891233410783415 52.40775701827851, 4.896113146026104 52.41720091308762, 4.896113146026104 52.41720091308762))",19969.50775596126,132176.39958575784,187867.63425296056,180,63949198785.25837,6333.676860471339
877ab6463ffffff,15.214759082778263,"POLYGON ((5.017688244664902 52.40196865742057, 5.029174982052522 52.401442751519504, 5.035798771507995 52.391476552827406, 5.030936217254497 52.38203440973089, 5.01944801634288 52.38255944103382, 5.012823833137915 52.39252749019263, 5.017688244664902 52.40196865742057, 5.017688244664902 52.40196865742057))",985.5987788735108,4634.069390433859,10878.48532723515,4,64057782462.84744,15078.654788686477
877ab60b3ffffff,30291.856050857485,"POLYGON ((4.934112180900541 52.37678886050523, 4.945612566331446 52.37626388168625, 4.952237626603387 52.36629074040178, 4.947362692042831 52.35684072651447, 4.935860839815858 52.35736482921592, 4.929235388875092 52.36733982208347, 4.934112180900541 52.37678886050523, 4.934112180900541 52.37678886050523))",19935.770489589966,132686.98129750858,343250.32446323097,633,64313322980.277336,5494.944193533896
877ab6455ffffff,0.0,"POLYGON ((5.066716826722261 52.42870010012212, 5.078194486826939 52.42817311536177, 5.084817092181325 52.41821246704716, 5.079962432535621 52.408776953699046, 5.068483310335956 52.40930306515404, 5.061860309806052 52.419265563423664, 5.066716826722261 52.42870010012212, 5.066716826722261 52.42870010012212))",3516.6591099798316,10835.142834926985,5494.571768050408,8,64203408431.13933,21791.001206756762
877ab60a1ffffff,5699.450598198837,"POLYGON ((4.886696577083077 52.33057164814344, 4.898207489699704 52.33004863042774, 4.904834415808964 52.32006762326487, 4.899950819165022 52.31060778216318, 4.888438439254016 52.31112992182763, 4.881811123210717 52.32111278080642, 4.886696577083077 52.33057164814344, 4.886696577083077 52.33057164814344))",5474.196375677773,88758.22069155988,1079015.101253299,111,64641876552.808945,9565.539253245573
877ab6099ffffff,12336.760631631178,"POLYGON ((4.991994927912023 52.306432505064066, 5.003493565785525 52.305910825342465, 5.010120897630444 52.295931690406604, 5.005249987115424 52.28647238563597, 4.993749888406477 52.28699318734886, 4.987122160976025 52.29697417200206, 4.991994927912023 52.306432505064066, 4.991994927912023 52.306432505064066))",1517.2189255118556,73708.14890423258,548262.9451335097,38,68031586745.06618,18290.84282587303
877ab6548ffffff,4886.141651363871,"POLYGON ((4.9469846948042715 52.42453413493445, 4.958479123783365 52.424007045938026, 4.9651024052914945 52.41404038361809, 4.96023164750326 52.40459895850807, 4.948735750388345 52.405125173094234, 4.942112079127656 52.415093687361946, 4.9469846948042715 52.42453413493445, 4.9469846948042715 52.42453413493445))",4776.178565646165,18557.42351215575,19699.19713801045,24,64101610594.06863,10179.521719882952
877ab6189ffffff,10245.779321730457,"POLYGON ((4.834010977688122 52.34264663795053, 4.845528004079904 52.34212295074179, 4.852154702931913 52.332141008624795, 4.8472647624169785 52.32268090101255, 4.8357462655048495 52.32320371014929, 4.829119179558066 52.33318750513188, 4.834010977688122 52.34264663795053, 4.834010977688122 52.34264663795053))",8483.7107587806,46647.56778769464,1595140.5607526316,97,64657694888.12713,9355.548444639038
877ab6441ffffff,0.0,"POLYGON ((5.0539080302046235 52.38098450115681, 5.065391641002471 52.380459623870806, 5.072016015446265 52.37049250311191, 5.067157175109392 52.36104841020827, 5.055672103547485 52.3615724124842, 5.049047333015021 52.3715413828349, 5.0539080302046235 52.38098450115681, 5.0539080302046235 52.38098450115681))",0.0,0.0,263.47486254872666,0,64240246558.30518,18714.252332902997
877ab6464ffffff,6806.403868807889,"POLYGON ((4.981463407783448 52.422953022561124, 4.992953261556403 52.4224260881656, 4.999576454985876 52.412460814232865, 4.994710185977444 52.40302062351677, 4.983218865921949 52.40354668372681, 4.976595281087217 52.41351380899972, 4.981463407783448 52.422953022561124, 4.981463407783448 52.422953022561124))",0.0,17971.624313665423,510556.82206778036,10,64049731581.93833,12896.939096608283
877ab6185ffffff,22485.74484700106,"POLYGON ((4.794257754104831 52.40252165691791, 4.805774915995725 52.40199518475881, 4.8123995810448905 52.39201879322147, 4.807507467459582 52.382567019719396, 4.795988830470461 52.38309261549691, 4.789363782096185 52.39307086131986, 4.794257754104831 52.40252165691791, 4.794257754104831 52.40252165691791))",22128.8691662508,66015.66903614462,765317.5726859181,62,63994496555.58112,10794.1007230493
877ab611effffff,108.05013132915657,"POLYGON ((4.746722729958253 52.356298619954465, 4.758250402888265 52.35577410881997, 4.764876921774831 52.34578983852487, 4.759976150239714 52.3363282250015, 4.748447001722273 52.33685185781715, 4.741820100258466 52.346837982636764, 4.746722729958253 52.356298619954465, 4.746722729958253 52.356298619954465))",18221.17760297384,26766.784525087667,28947.297634485585,23,64360530998.260506,16235.417766501656
877ab6081ffffff,23804.16373472307,"POLYGON ((4.93935792021559 52.31850027069786, 4.950862703307347 52.31797792214448, 4.957489840406739 52.30799785070902, 4.952612587107413 52.29853827722155, 4.941106339949621 52.29905974774473, 4.934478810085906 52.3090416699467, 4.93935792021559 52.31850027069786, 4.93935792021559 52.31850027069786))",26374.227151179788,130558.6207397031,64821.13117832475,394,63849395147.41747,13186.344882432059
877ab61aeffffff,20170.28313897782,"POLYGON ((4.777843607957529 52.39359697261996, 4.789363782096185 52.39307086131986, 4.795988830470461 52.38309261549691, 4.791094087478984 52.37363862667958, 4.779572437773955 52.37416386116542, 4.772947006558112 52.38414396144453, 4.777843607957529 52.39359697261996, 4.777843607957529 52.39359697261996))",9854.052155478586,82117.79131349614,1083024.247398795,53,63961737806.74663,12173.458591120789
877ab656dffffff,16813.031918204186,"POLYGON ((4.877986142639393 52.42769775169413, 4.889489705138003 52.42717035329428, 4.896113146026104 52.41720091308762, 4.891233410783415 52.40775701827851, 4.879728376446118 52.408283541818406, 4.873104549121075 52.41825483518892, 4.877986142639393 52.42769775169413, 4.877986142639393 52.42769775169413))",26661.786720133954,122792.92754915009,224402.5982591127,216,63974441754.17229,8191.783158332526
877ab60b2ffffff,8756.009612239955,"POLYGON ((4.932363444007346 52.396207390308206, 4.943862361734796 52.395681536009434, 4.950486727946403 52.38571070754373, 4.945612566331446 52.37626388168625, 4.934112180900541 52.37678886050523, 4.927487424717928 52.38676154082281, 4.932363444007346 52.396207390308206, 4.932363444007346 52.396207390308206))",4021.7389597912656,79826.73157890845,574999.1880866415,202,64385837628.91077,5708.837945646446
877ab6094ffffff,8941.17701044375,"POLYGON ((4.950486727946403 52.38571070754373, 4.961984092292035 52.38518536800577, 4.968608761417432 52.37521407813504, 4.96373645727332 52.36576627654979, 4.952237626603387 52.36629074040178, 4.945612566331446 52.37626388168625, 4.950486727946403 52.38571070754373, 4.950486727946403 52.38571070754373))",4969.728401065258,63257.75361871328,172294.2235795405,149,64389858043.57715,7214.014055771885
877ab6199ffffff,30289.823101560556,"POLYGON ((4.865077877384851 52.37993981249619, 4.87658739994 52.37941452533225, 4.883212625417855 52.36943860156637, 4.8783287156254325 52.35998611232651, 4.8668177225753855 52.360510522921494, 4.860192109742957 52.37048829948677, 4.865077877384851 52.37993981249619, 4.865077877384851 52.37993981249619))",27495.249031928524,152525.71451860637,94517.98963945256,1163,65144431764.700195,2378.7612362961786
877ab6032ffffff,3688.247983504268,"POLYGON ((4.817599137586085 52.33371083026353, 4.829119179558066 52.33318750513188, 4.8357462655048495 52.32320371014929, 4.830853696024156 52.31374138742687, 4.81933218306558 52.31426383405408, 4.812704710504397 52.324249482069746, 4.817599137586085 52.33371083026353, 4.817599137586085 52.33371083026353))",5751.914743557183,54240.88248376829,2592410.884689849,67,65111513730.7512,11771.710219056156
877ab6181ffffff,28089.55183045374,"POLYGON ((4.8123995810448905 52.39201879322147, 4.8239152045866 52.39149283640821, 4.830540188332516 52.38151598251966, 4.825649932977069 52.37206323175884, 4.814132835714862 52.37258831198367, 4.807507467459582 52.382567019719396, 4.8123995810448905 52.39201879322147, 4.8123995810448905 52.39201879322147))",22971.215726327402,140898.54550464335,367190.76623960916,199,63996407772.55698,8335.82444379966
877ab609cffffff,17488.15081831565,"POLYGON ((4.972114794744987 52.33636577436542, 4.983613532130839 52.33584270203964, 4.990239882274612 52.32586633163653, 4.985367888676742 52.31641118328766, 4.9738676881636685 52.31693337844681, 4.967240944304343 52.32691159928257, 4.972114794744987 52.33636577436542, 4.972114794744987 52.33636577436542))",12335.181369793492,156216.3355284699,904741.6369734632,2547,63961154728.25024,12832.27872734251
877ab61a5ffffff,10347.436410452092,"POLYGON ((4.741549532526403 52.41460584487266, 4.7530727732249405 52.41407870261808, 4.7596971735256535 52.40410138264709, 4.754798713527364 52.39464934975923, 4.74327399450815 52.395175615613375, 4.736649213739916 52.40515479091763, 4.741549532526403 52.41460584487266, 4.741549532526403 52.41460584487266))",3488.7651976227457,54960.89576567455,536580.1199588771,30,63958727266.738495,17060.87665419901
877ab6116ffffff,0.0,"POLYGON ((4.725122963937339 52.405681572410685, 4.736649213739916 52.40515479091763, 4.74327399450815 52.395175615613375, 4.738372905387664 52.38572136645967, 4.72684517679718 52.38624727111967, 4.720220016047123 52.39622830192824, 4.725122963937339 52.405681572410685, 4.725122963937339 52.405681572410685))",7646.959804987968,29875.629569500852,2447073.910463886,14,63927992209.71486,18359.291374043045
877ab646affffff,0.0,"POLYGON ((5.037560695503435 52.37206589963937, 5.049047333015021 52.3715413828349, 5.055672103547485 52.3615724124842, 5.050810632111523 52.35212610933827, 5.039322533361411 52.35264975070159, 5.032697367214333 52.36262057081301, 5.037560695503435 52.37206589963937, 5.037560695503435 52.37206589963937))",0.0,761.4540507109975,0.0,0,64421211504.85622,17009.015455419296
877ab608cffffff,10272.557067911726,"POLYGON ((4.941106339949621 52.29905974774473, 4.952612587107413 52.29853827722155, 4.959240414694745 52.288555898514346, 4.954362388516179 52.27909314000065, 4.942854678205004 52.279613731856536, 4.936226457154183 52.28959796105454, 4.941106339949621 52.29905974774473, 4.941106339949621 52.29905974774473))",24019.32144393464,64087.95736640843,393723.0147755792,2692,63822681891.199684,16493.241789932243
877ab646dffffff,6696.8273720757625,"POLYGON ((5.004849055666331 52.35422098220173, 5.016341744517295 52.3536971871259, 5.022967305804658 52.34372451708525, 5.018100572835311 52.33427379218423, 5.006606421799652 52.33479671095647, 4.999980465846619 52.3447712310944, 5.004849055666331 52.35422098220173, 5.004849055666331 52.35422098220173))",7570.596665811456,46147.82284686705,328979.15588534315,123,64184985637.569244,14253.596978631393
877ab6198ffffff,16905.16968959052,"POLYGON ((4.863337959664504 52.399363596755244, 4.874846010816283 52.39883743366069, 4.881470537661306 52.388863824402485, 4.87658739994 52.37941452533225, 4.865077877384851 52.37993981249619, 4.8584529638849725 52.38991527482257, 4.863337959664504 52.399363596755244, 4.863337959664504 52.399363596755244))",10891.063263036684,139858.2533347106,390355.6405644844,2026,64026590067.481865,3887.8883469037746
877ab619cffffff,17756.415619306248,"POLYGON ((4.845204151919292 52.409863421578486, 4.856713746383989 52.40933674346093, 4.863337959664504 52.399363596755244, 4.8584529638849725 52.38991527482257, 4.846941896638828 52.39044107721625, 4.840317297884595 52.400416077428076, 4.845204151919292 52.409863421578486, 4.845204151919292 52.409863421578486))",27729.502435769347,37640.48607653819,102373.78114011761,2756,64505921084.50148,6660.585230462247
877ab6093ffffff,18012.59501402933,"POLYGON ((4.98672953909767 52.3647175027863, 4.998223789003249 52.36419319285993, 5.004849055666331 52.35422098220173, 4.999980465846619 52.3447712310944, 4.988484752376126 52.34529466492295, 4.9818590922191675 52.35526872611777, 4.98672953909767 52.3647175027863, 4.98672953909767 52.3647175027863))",6274.29906065991,75241.83786591043,586943.6372623125,324,64188956285.39196,11719.050233645446
877ab6088ffffff,6588.068622963292,"POLYGON ((4.959240414694745 52.288555898514346, 4.970745101571162 52.28803494378063, 4.977373224113266 52.27805210924445, 4.972497054344519 52.26858837955468, 4.960990905695766 52.269108455416045, 4.954362388516179 52.27909314000065, 4.959240414694745 52.288555898514346, 4.959240414694745 52.288555898514346))",9559.691301926376,119016.65353961127,218311.49479000407,101,68030805616.15701,19055.194290051557
877ab6095ffffff,6951.482246139432,"POLYGON ((4.952237626603387 52.36629074040178, 4.96373645727332 52.36576627654979, 4.970361818869977 52.35579267497291, 4.965488741570001 52.34634168626508, 4.953988445483532 52.346865273793476, 4.947362692042831 52.35684072651447, 4.952237626603387 52.36629074040178, 4.952237626603387 52.36629074040178))",13423.603934523895,83417.78710556522,475360.045105012,1674,64152023603.25841,7999.398919086728
877ab6466ffffff,3370.1017996700057,"POLYGON ((4.997818756936715 52.43186309060459, 5.009305587986407 52.431335796686795, 5.015928389533067 52.42137237392315, 5.011064751842616 52.41193439406949, 4.999576454985876 52.412460814232865, 4.992953261556403 52.4224260881656, 4.997818756936715 52.43186309060459, 4.997818756936715 52.43186309060459))",0.0,42570.178993158275,522310.7620292823,8,64132984683.33697,15321.186220035406
877ab60aaffffff,721.8102561352747,"POLYGON ((4.922971005209759 52.3095636562301, 4.934478810085906 52.3090416699467, 4.941106339949621 52.29905974774473, 4.936226457154183 52.28959796105454, 4.924717187743961 52.29011906887582, 4.918089265591989 52.30010284201061, 4.922971005209759 52.3095636562301, 4.922971005209759 52.3095636562301))",15338.044538045433,49813.12901821686,806296.1302358111,41,63818647795.88481,14014.197265633411
877ab6080ffffff,9136.838438366953,"POLYGON ((4.937609419879154 52.33793529856856, 4.949112737993524 52.33741207262245, 4.955739183710384 52.327434309849984, 4.950862703307347 52.31797792214448, 4.93935792021559 52.31850027069786, 4.932731082433258 52.328479884510706, 4.937609419879154 52.33793529856856, 4.937609419879154 52.33793529856856))",22446.59527260674,121653.70078077531,315899.2032078452,851,64415882715.95298,10042.44120718149
877ab646effffff,0.0,"POLYGON ((5.01944801634288 52.38255944103382, 5.030936217254497 52.38203440973089, 5.037560695503435 52.37206589963937, 5.032697367214333 52.36262057081301, 5.02120770368403 52.363144726880726, 5.0145828309903715 52.3731150871711, 5.01944801634288 52.38255944103382, 5.01944801634288 52.38255944103382))",0.0,0.0,0.0,0,64460126203.90503,14874.680364495704
877ab6183ffffff,25515.49570964726,"POLYGON ((4.828804688518714 52.40094239502132, 4.840317297884595 52.400416077428076, 4.846941896638828 52.39044107721625, 4.842054270949831 52.380990541082404, 4.830540188332516 52.38151598251966, 4.8239152045866 52.39149283640821, 4.828804688518714 52.40094239502132, 4.828804688518714 52.40094239502132))",23012.805285876377,80167.6014853267,110131.79673819197,3127,64474875675.79376,7137.050768229858
877ab60a2ffffff,34266.292886799034,"POLYGON ((4.9013461354008925 52.35893744513177, 4.91285256086743 52.35841318851711, 4.919478401998984 52.34843634389743, 4.91459820730618 52.33898190413321, 4.903090314102773 52.33950528376663, 4.8964640832586985 52.34948398030686, 4.9013461354008925 52.35893744513177, 4.9013461354008925 52.35893744513177))",23305.205244240147,144396.3837134653,102909.76953267882,2403,64760864061.05058,4723.866594518071
877ab61acffffff,9354.856687557976,"POLYGON ((4.761423820905337 52.38466971162958, 4.772947006558112 52.38414396144453, 4.779572437773955 52.37416386116542, 4.774675065626144 52.36470765660697, 4.763150403939785 52.365232529545274, 4.756524590366192 52.37521448445052, 4.761423820905337 52.38466971162958, 4.761423820905337 52.38466971162958))",5987.0082362532685,46713.62142703736,234809.67481031973,24,64416017712.710434,13851.713870549342
877ab6191ffffff,184.46868528323915,"POLYGON ((4.84346633732792 52.42928025648426, 4.854974458104419 52.4287527032817, 4.861597970279813 52.41878187357533, 4.856713746383989 52.40933674346093, 4.845204151919292 52.409863421578486, 4.838580254969843 52.419836105057136, 4.84346633732792 52.42928025648426, 4.84346633732792 52.42928025648426))",2224.9468559920642,36816.50009115792,224628.48110565802,307,64390708865.500916,9662.659441497175
877ab6195ffffff,0.0,"POLYGON ((4.8253334829264425 52.43977868984066, 4.836843143067677 52.439250621852345, 4.84346633732792 52.42928025648426, 4.838580254969843 52.419836105057136, 4.827069119763103 52.42036329816744, 4.820445541911501 52.430335517744595, 4.8253334829264425 52.43977868984066, 4.8253334829264425 52.43977868984066))",8438.393846258035,138161.50005588582,197616.3900461305,251,64077764551.50328,12348.323720233748
877ab60b6ffffff,28922.82718634165,"POLYGON ((4.914238914924991 52.40670412572425, 4.925739383473089 52.406177756694824, 4.932363444007346 52.396207390308206, 4.927487424717928 52.38676154082281, 4.91598548708761 52.38728703457884, 4.909361037759138 52.397259253255, 4.914238914924991 52.40670412572425, 4.914238914924991 52.40670412572425))",16745.03885970703,149309.94169927883,679945.6396417448,740,63953153747.34067,5349.109851555298
877ab6092ffffff,509.09951538394097,"POLYGON ((4.984974243319708 52.38413484309578, 4.996467028753171 52.38360965770878, 5.003091605231685 52.37363975791341, 4.998223789003249 52.36419319285993, 4.98672953909767 52.3647175027863, 4.980104569821841 52.374689253387906, 4.984974243319708 52.38413484309578, 4.984974243319708 52.38413484309578))",0.0,14597.554708810636,198.18027776522655,206,64434261352.90281,11038.593433830107
